timestamp;subjectId;designTrialIndex;representation;signalType;quadrant;targetAzDeg;targetElDeg;errorDeg;errorAzDeg;errorElDeg;responseTimeSec;maxHeadDeviationDeg;maxYawDeviationDeg;maxPitchDeviationDeg;headDeviationExceeded
2026-01-26 15:50:26;S06;1;HOA3rdOrder;Voice;3;239,7;44,5;95,207;-87,377;-52,720;4,339;1,3;1,2;0,6;0
2026-01-26 15:50:47;S06;2;Binaural;Music;1;49,8;88,3;79,262;16,448;-79,207;11,207;0,6;0,3;0,4;0
2026-01-26 15:51:00;S06;3;HOA4thOrder;Tone;4;355,7;25,5;33,595;6,955;-32,901;4,617;8,0;7,7;2,5;1
2026-01-26 15:51:12;S06;4;Binaural;Tone;3;254,8;86,4;104,133;-82,304;-99,431;5,312;1,3;0,5;0,9;0
2026-01-26 15:51:27;S06;5;HOA3rdOrder;Voice;4;280,0;68,6;103,886;110,049;-73,521;7,180;0,6;0,2;0,5;0
2026-01-26 15:51:39;S06;6;HOA4thOrder;Music;4;316,7;30,8;53,245;42,987;-33,618;4,480;0,8;0,4;0,7;0
2026-01-26 15:51:50;S06;7;HOA4thOrder;Voice;2;95,8;71,2;63,524;34,060;-59,898;4,705;1,2;0,2;0,2;0
2026-01-26 15:52:02;S06;8;HOA4thOrder;Music;1;22,8;-52,2;38,113;23,550;33,611;4,480;0,6;0,4;0,5;0
2026-01-26 15:52:14;S06;9;HOA4thOrder;Voice;3;221,2;22,2;47,165;-43,107;-20,968;4,840;2,2;0,4;1,8;0
2026-01-26 15:52:26;S06;10;HOA3rdOrder;Music;2;113,9;-38,9;25,054;-14,833;21,566;4,994;2,3;0,7;1,1;0
2026-01-26 15:52:38;S06;11;Binaural;Voice;4;306,8;-19,1;85,336;85,516;19,086;5,356;1,2;0,4;1,2;0
2026-01-26 15:52:52;S06;12;Binaural;Music;4;303,1;59,3;106,896;105,167;-68,320;6,800;1,0;0,1;0,5;0
2026-01-26 15:53:05;S06;13;HOA3rdOrder;Music;1;35,7;65,7;84,293;13,062;-83,714;5,900;1,3;0,4;1,2;0
2026-01-26 15:53:20;S06;14;HOA4thOrder;Tone;1;22,4;76,1;93,834;97,798;-79,606;6,504;1,6;0,5;1,5;0
2026-01-26 15:53:31;S06;15;HOA4thOrder;Music;2;134,4;-20,8;45,502;41,911;20,295;3,558;0,9;0,3;0,6;0
2026-01-26 15:53:44;S06;16;Binaural;Music;2;147,4;24,9;23,123;0,508;-23,118;6,504;1,3;0,2;0,5;0
2026-01-26 15:53:54;S06;17;HOA4thOrder;Voice;4;331,0;-20,9;51,713;36,520;37,318;3,352;1,3;0,8;1,2;0
2026-01-26 15:54:07;S06;18;HOA3rdOrder;Voice;2;124,0;-37,0;33,444;-25,282;24,820;6,641;1,5;0,5;0,3;0
2026-01-26 15:54:18;S06;19;HOA3rdOrder;Music;4;343,5;79,8;106,206;64,921;-100,536;4,055;1,1;1,1;0,5;0
2026-01-26 15:54:29;S06;20;Binaural;Tone;2;134,6;82,9;64,077;-13,390;-63,827;4,884;1,2;0,4;0,5;0
2026-01-26 15:54:40;S06;21;Binaural;Music;3;185,1;4,7;17,034;-6,833;15,668;3,918;2,0;0,7;0,8;0
2026-01-26 15:54:49;S06;22;Binaural;Voice;1;12,4;39,4;41,466;-14,715;-39,190;3,535;0,8;0,6;0,5;0
