timestamp;subjectId;designTrialIndex;representation;signalType;quadrant;targetAzDeg;targetElDeg;errorDeg;errorAzDeg;errorElDeg;responseTimeSec;maxHeadDeviationDeg;maxYawDeviationDeg;maxPitchDeviationDeg;headDeviationExceeded
2026-01-29 12:02:29;S14;1;Binaural;Tone;1;37,4;-52,9;89,982;-71,384;67,926;3,650;0,6;0,3;0,3;0
2026-01-29 12:02:39;S14;2;HOA3rdOrder;Voice;2;147,5;60,5;62,262;37,206;-55,283;2,996;0,4;0,2;0,3;0
2026-01-29 12:02:47;S14;3;Binaural;Voice;2;90,2;0,2;43,963;-43,904;-3,751;3,759;0,7;0,6;0,3;0
2026-01-29 12:02:56;S14;4;HOA3rdOrder;Tone;2;169,4;75,6;74,389;-13,577;-73,930;3,286;1,7;1,6;0,7;0
2026-01-29 12:03:04;S14;5;HOA3rdOrder;Voice;4;312,0;-11,8;37,757;34,533;15,895;3,468;0,6;0,6;0,2;0
2026-01-29 12:03:13;S14;6;HOA4thOrder;Voice;4;340,2;61,5;84,164;78,584;-60,426;3,580;0,8;0,7;0,4;0
2026-01-29 12:03:22;S14;7;HOA4thOrder;Tone;1;73,9;-25,9;77,360;-74,768;29,909;3,442;2,4;2,2;0,9;0
2026-01-29 12:03:30;S14;8;Binaural;Tone;2;138,4;54,3;79,129;81,106;-46,075;3,467;0,8;0,6;0,6;0
2026-01-29 12:03:41;S14;9;HOA4thOrder;Music;4;348,5;-38,5;47,211;16,541;44,708;5,653;0,7;0,5;0,6;0
2026-01-29 12:03:49;S14;10;Binaural;Music;3;268,0;27,1;146,137;156,944;-23,952;3,871;0,9;0,1;0,7;0
2026-01-29 12:04:05;S14;11;Binaural;Voice;3;252,2;37,5;74,066;-76,692;-26,122;4,908;0,6;0,4;0,3;0
2026-01-29 12:04:12;S14;12;HOA3rdOrder;Voice;3;197,1;-32,4;69,085;-49,496;50,395;2,994;0,6;0,2;0,4;0
2026-01-29 12:04:20;S14;13;HOA3rdOrder;Tone;4;346,9;79,4;79,774;20,335;-79,128;2,905;0,7;0,6;0,3;0
2026-01-29 12:04:27;S14;14;HOA3rdOrder;Music;2;127,2;44,0;68,141;62,214;-40,151;2,450;0,8;0,5;0,3;0
2026-01-29 12:04:34;S14;15;HOA4thOrder;Music;1;79,7;-48,1;93,030;-60,423;76,239;3,055;1,0;0,8;0,8;0
2026-01-29 12:04:42;S14;16;HOA4thOrder;Music;3;190,2;-41,9;47,190;-21,444;43,048;3,325;1,8;0,4;0,4;0
2026-01-29 12:04:49;S14;17;HOA3rdOrder;Music;3;227,8;26,7;90,129;-95,095;-13,179;3,220;1,6;0,8;1,1;0
2026-01-29 12:04:56;S14;18;HOA3rdOrder;Tone;1;39,0;-3,2;93,832;-93,382;10,482;2,161;1,9;1,1;1,3;0
2026-01-29 12:05:04;S14;19;Binaural;Music;2;132,5;-9,8;109,631;107,967;23,007;4,040;1,2;0,2;1,1;0
2026-01-29 12:05:11;S14;20;HOA4thOrder;Tone;3;261,0;45,5;37,430;1,278;-37,413;3,145;2,0;1,6;1,2;0
2026-01-29 12:05:17;S14;21;Binaural;Music;1;45,0;59,6;80,781;-92,712;-48,355;2,220;0,4;0,4;0,2;0
2026-01-29 12:05:23;S14;22;HOA4thOrder;Tone;4;325,1;-12,2;27,316;21,712;16,820;2,782;0,5;0,4;0,3;0
2026-01-29 12:05:30;S14;23;HOA3rdOrder;Tone;3;213,0;89,9;89,964;-163,712;-86,191;3,009;0,9;0,5;0,8;0
2026-01-29 12:05:38;S14;24;HOA4thOrder;Tone;2;114,4;-29,8;89,961;79,721;47,710;2,501;1,8;0,4;1,7;0
2026-01-29 12:05:44;S14;25;Binaural;Tone;4;338,9;-16,0;30,454;12,114;28,006;2,046;0,9;0,8;0,5;0
2026-01-29 12:05:49;S14;26;HOA4thOrder;Voice;2;160,8;-44,4;69,179;23,426;65,782;1,880;2,2;1,0;2,2;0
2026-01-29 12:05:57;S14;27;HOA4thOrder;Voice;1;45,7;49,2;76,154;-70,253;-48,084;2,501;1,4;0,7;0,3;0
2026-01-29 12:06:04;S14;28;Binaural;Tone;3;188,2;33,2;31,963;23,273;-23,382;3,501;2,0;1,4;1,0;0
2026-01-29 12:06:12;S14;29;HOA3rdOrder;Music;4;335,1;73,5;65,887;12,981;-65,425;3,198;1,3;0,6;0,9;0
2026-01-29 12:06:19;S14;30;Binaural;Voice;4;328,8;50,7;62,100;49,079;-46,254;3,276;1,2;0,9;0,8;0
2026-01-29 12:06:27;S14;31;HOA4thOrder;Music;2;95,8;11,5;31,849;-30,121;-10,756;3,387;1,5;0,6;1,2;0
2026-01-29 12:06:44;S14;32;Binaural;Music;4;295,0;-48,1;105,051;114,759;47,125;3,064;2,6;1,7;2,0;0
2026-01-29 12:07:23;S14;33;HOA3rdOrder;Voice;1;86,6;47,5;53,815;-38,152;-42,752;4,750;0,9;0,4;0,8;0
2026-01-29 12:07:32;S14;34;Binaural;Voice;1;67,5;81,1;54,236;-136,647;-43,474;3,982;0,8;0,7;0,4;0
2026-01-29 12:07:39;S14;35;HOA3rdOrder;Music;1;29,2;-9,9;54,470;-51,730;17,943;1,892;1,0;0,8;0,2;0
2026-01-29 12:07:46;S14;36;HOA4thOrder;Voice;3;235,9;3,7;40,566;-39,423;11,085;3,364;1,0;0,8;0,8;0
