timestamp;subjectId;designTrialIndex;representation;signalType;quadrant;targetAzDeg;targetElDeg;errorDeg;errorAzDeg;errorElDeg;responseTimeSec;maxHeadDeviationDeg;maxYawDeviationDeg;maxPitchDeviationDeg;headDeviationExceeded
2026-01-26 16:38:53;S08;1;Binaural;Music;3;210,1;-4,8;34,902;-34,183;7,354;3,985;1,9;1,9;0,4;0
2026-01-26 16:39:03;S08;2;Binaural;Tone;1;56,1;42,3;89,653;-90,245;-41,473;2,658;31,3;31,2;3,0;1
2026-01-26 16:39:13;S08;3;HOA4thOrder;Voice;2;178,4;41,1;65,173;32,442;-57,666;2,791;12,4;12,4;1,4;1
2026-01-26 16:39:24;S08;4;Binaural;Tone;3;223,3;57,2;68,991;-49,037;-56,024;2,769;3,4;3,4;0,6;0
2026-01-26 16:39:31;S08;5;Binaural;Music;4;275,2;36,6;41,495;26,224;-33,465;1,334;33,5;33,5;1,0;1
2026-01-26 16:39:38;S08;6;HOA4thOrder;Tone;4;271,4;41,3;37,262;44,954;-7,263;2,481;45,3;42,3;17,6;1
2026-01-26 16:39:44;S08;7;Binaural;Voice;3;190,3;-8,1;17,301;12,428;12,086;0,923;61,9;61,6;1,8;1
2026-01-26 16:39:50;S08;8;HOA3rdOrder;Tone;4;328,8;74,0;96,817;13,591;-96,401;2,524;68,5;68,4;4,9;1
2026-01-26 16:39:59;S08;9;HOA3rdOrder;Music;4;271,5;49,4;139,121;-177,675;-53,677;2,817;97,3;96,9;1,6;1
2026-01-26 16:40:07;S08;10;HOA3rdOrder;Tone;2;135,1;59,4;71,084;39,591;-63,596;2,365;70,9;70,7;2,1;1
2026-01-26 16:40:14;S08;11;HOA4thOrder;Voice;4;278,9;-27,9;68,424;37,917;58,056;1,872;41,7;39,9;12,2;1
2026-01-26 16:40:22;S08;12;HOA4thOrder;Music;2;116,3;-2,5;41,538;36,795;-22,095;3,786;3,9;3,9;0,5;0
2026-01-26 16:40:31;S08;13;Binaural;Music;2;135,6;66,9;66,963;125,184;-28,457;3,761;0,7;0,5;0,5;0
2026-01-26 16:40:38;S08;14;HOA3rdOrder;Tone;3;242,1;-10,5;62,237;-62,807;6,099;3,234;62,0;61,7;2,2;1
2026-01-26 16:40:47;S08;15;HOA4thOrder;Voice;3;193,1;-2,0;41,955;-18,645;38,111;2,183;45,8;43,8;13,4;1
2026-01-26 16:40:54;S08;16;HOA3rdOrder;Tone;1;55,3;6,7;56,803;-56,591;-5,609;1,644;96,6;96,6;1,5;1
2026-01-26 16:41:01;S08;17;HOA3rdOrder;Voice;1;7,0;-38,9;46,456;25,236;40,440;1,678;73,9;73,8;2,9;1
2026-01-26 16:41:08;S08;18;Binaural;Voice;1;40,6;-15,4;62,255;-32,999;53,903;1,468;86,7;83,0;33,2;1
2026-01-26 16:41:15;S08;19;HOA4thOrder;Music;4;329,3;-31,6;97,889;81,807;59,629;2,567;74,9;75,0;8,3;1
2026-01-26 16:41:23;S08;20;HOA3rdOrder;Music;2;103,4;37,3;39,406;13,393;-37,381;3,108;2,9;1,6;2,8;0
2026-01-26 16:41:30;S08;21;HOA3rdOrder;Music;3;228,7;60,5;102,134;-74,238;-81,865;1,782;68,0;67,8;1,9;1
2026-01-26 16:41:38;S08;22;Binaural;Voice;2;100,5;11,5;100,011;168,068;57,573;2,094;37,2;2,8;37,0;1
2026-01-26 16:42:00;S08;23;HOA3rdOrder;Voice;4;354,3;44,6;11,600;7,800;-9,859;2,723;76,8;73,7;25,6;1
2026-01-26 16:42:06;S08;24;HOA4thOrder;Tone;2;98,2;41,2;162,013;174,837;-63,723;1,446;11,2;4,4;10,3;1
2026-01-26 16:42:16;S08;25;HOA4thOrder;Music;1;72,9;80,0;59,715;-113,028;-49,114;2,748;1,0;0,5;0,9;0
2026-01-26 16:42:25;S08;26;HOA3rdOrder;Voice;3;221,5;25,1;52,485;-46,213;-26,751;2,907;36,9;36,8;2,1;1
2026-01-26 16:42:31;S08;27;HOA4thOrder;Tone;3;231,3;60,7;29,818;34,674;-19,259;1,036;33,1;3,4;32,9;1
2026-01-26 16:42:38;S08;28;Binaural;Tone;4;296,2;11,7;30,012;21,278;22,667;2,006;55,1;50,3;23,5;1
2026-01-26 16:42:44;S08;29;Binaural;Tone;2;163,8;-27,9;28,856;-16,965;23,968;2,549;29,0;28,5;1,9;1
2026-01-26 16:43:13;S08;30;HOA4thOrder;Music;3;240,3;16,3;122,545;-121,409;-23,264;2,637;2,4;0,5;1,9;0
2026-01-26 16:43:47;S08;31;Binaural;Voice;4;308,3;82,7;44,716;19,573;-44,083;0,996;52,1;42,6;31,0;1
2026-01-26 16:43:54;S08;32;HOA4thOrder;Tone;1;5,0;-13,7;41,970;-1,566;41,942;1,737;14,6;14,3;2,7;1
2026-01-26 16:44:00;S08;33;HOA4thOrder;Voice;1;13,5;-7,6;43,267;-9,017;42,405;1,513;48,7;45,8;17,5;1
2026-01-26 16:44:07;S08;34;HOA3rdOrder;Music;1;73,5;-18,2;27,217;-13,576;23,734;2,344;24,3;24,2;1,1;1
2026-01-26 16:44:14;S08;35;Binaural;Music;1;60,5;39,6;8,659;-9,242;-4,422;1,734;54,3;53,6;8,3;1
2026-01-26 16:44:21;S08;36;HOA3rdOrder;Voice;2;165,8;66,6;69,142;-16,363;-68,077;1,826;47,2;47,3;1,6;1
