timestamp;subjectId;designTrialIndex;representation;signalType;quadrant;targetAzDeg;targetElDeg;errorDeg;errorAzDeg;errorElDeg;responseTimeSec;maxHeadDeviationDeg;maxYawDeviationDeg;maxPitchDeviationDeg;headDeviationExceeded
2026-01-26 14:48:48;S03;1;HOA4thOrder;Music;4;325,9;-48,0;68,512;55,568;49,300;4,567;0,4;0,2;0,3;0
2026-01-26 14:48:52;S03;2;HOA3rdOrder;Tone;3;228,0;-11,5;37,969;36,468;11,695;0,290;0,8;0,5;0,7;0
2026-01-26 14:49:04;S03;3;Binaural;Voice;1;26,3;-40,3;59,706;-44,598;44,340;6,148;52,9;52,8;2,2;1
2026-01-26 14:49:13;S03;4;HOA4thOrder;Tone;4;301,2;-53,0;64,383;7,839;64,031;4,636;0,7;0,6;0,3;0
2026-01-26 14:49:44;S03;5;Binaural;Tone;3;203,2;-44,1;47,556;-14,933;45,631;26,215;0,9;0,5;0,6;0
2026-01-26 14:49:54;S03;6;Binaural;Voice;2;127,7;80,3;82,530;117,182;-68,966;5,696;0,5;0,3;0,2;0
2026-01-26 14:50:03;S03;7;HOA4thOrder;Voice;1;70,3;-6,3;147,103;-147,285;12,403;4,967;0,7;0,3;0,7;0
2026-01-26 14:50:14;S03;8;HOA4thOrder;Voice;4;303,0;-32,7;37,767;-3,433;37,628;6,260;0,7;0,3;0,6;0
2026-01-26 14:50:26;S03;9;Binaural;Music;4;293,5;-37,2;99,842;99,347;42,212;6,390;0,4;0,3;0,3;0
2026-01-26 14:50:38;S03;10;HOA3rdOrder;Music;4;321,3;0,1;18,986;17,593;7,187;6,484;0,6;0,4;0,5;0
2026-01-26 14:50:53;S03;11;HOA3rdOrder;Music;1;79,8;54,6;111,997;156,911;-46,333;10,868;0,6;0,5;0,5;0
2026-01-26 14:51:08;S03;12;Binaural;Music;1;61,2;-32,0;26,329;-10,240;24,609;5,424;0,9;0,7;0,4;0
2026-01-26 14:51:27;S03;13;HOA4thOrder;Music;2;110,4;31,0;86,886;84,406;-33,279;12,152;0,6;0,1;0,5;0
2026-01-26 14:51:32;S03;14;HOA3rdOrder;Tone;2;147,1;35,9;111,417;114,465;-36,726;0,253;0,9;0,8;0,3;0
2026-01-26 14:51:47;S03;15;Binaural;Music;2;117,1;61,7;69,261;2,234;-69,238;7,496;2,7;2,6;0,7;0
2026-01-26 14:52:00;S03;16;HOA4thOrder;Voice;3;258,0;15,2;41,543;-41,369;-7,703;6,124;1,1;0,4;1,1;0
2026-01-26 14:52:09;S03;17;HOA3rdOrder;Music;2;145,3;34,4;31,615;17,653;-26,964;4,033;0,7;0,2;0,5;0
2026-01-26 14:52:20;S03;18;HOA3rdOrder;Tone;4;285,0;4,8;62,993;63,023;7,881;5,535;0,5;0,2;0,5;0
2026-01-26 14:52:31;S03;19;HOA4thOrder;Music;3;262,0;-24,3;47,374;-18,785;43,699;5,670;1,3;0,6;1,1;0
2026-01-26 14:52:39;S03;20;Binaural;Tone;4;345,5;10,7;31,323;29,977;-9,448;4,280;1,0;0,5;0,8;0
2026-01-26 14:52:52;S03;21;HOA4thOrder;Tone;2;174,4;8,4;20,477;20,348;-2,885;6,569;0,6;0,1;0,4;0
2026-01-26 14:53:01;S03;22;Binaural;Music;3;209,6;-12,0;60,601;-59,423;14,335;4,120;0,9;0,6;0,6;0
2026-01-26 14:53:09;S03;23;HOA3rdOrder;Voice;2;93,1;83,4;86,271;148,135;-78,244;2,747;0,9;0,5;0,7;0
2026-01-26 14:53:17;S03;24;HOA4thOrder;Music;1;16,0;-8,7;21,840;-3,068;21,626;3,308;0,8;0,2;0,8;0
2026-01-26 14:53:27;S03;25;HOA4thOrder;Voice;2;178,1;70,4;66,054;46,440;-58,550;2,972;0,7;0,2;0,6;0
2026-01-26 14:53:38;S03;26;HOA3rdOrder;Music;3;267,3;23,5;135,653;-148,309;-10,947;6,765;13,0;12,8;2,6;1
2026-01-26 14:54:40;S03;27;HOA3rdOrder;Voice;1;39,5;8,9;90,277;-91,106;-0,883;40,842;35,7;35,7;3,5;1
2026-01-26 14:54:49;S03;28;HOA3rdOrder;Voice;4;336,1;2,5;34,322;34,102;4,287;3,358;0,6;0,2;0,6;0
2026-01-26 14:55:01;S03;29;Binaural;Voice;4;326,4;39,5;81,049;70,695;-47,473;4,139;0,5;0,2;0,4;0
2026-01-26 14:55:10;S03;30;HOA3rdOrder;Tone;1;81,4;21,9;117,807;-151,350;12,745;4,299;2,2;0,5;2,1;0
2026-01-26 14:55:18;S03;31;Binaural;Tone;2;132,9;-31,8;54,716;26,561;48,481;3,736;0,7;0,3;0,7;0
2026-01-26 14:55:26;S03;32;HOA4thOrder;Tone;1;35,0;-53,5;79,220;-46,841;68,921;3,381;2,4;1,0;1,2;0
2026-01-26 14:55:34;S03;33;HOA3rdOrder;Voice;3;206,1;-40,8;54,264;-18,484;51,491;3,999;1,9;0,7;1,9;0
2026-01-26 14:55:41;S03;34;Binaural;Tone;1;62,6;-23,0;24,890;-25,754;7,218;3,649;2,5;2,4;0,5;0
2026-01-26 14:55:50;S03;35;HOA4thOrder;Tone;3;234,3;0,1;33,302;-32,087;9,176;3,959;5,6;4,9;2,4;0
2026-01-26 14:55:57;S03;36;Binaural;Voice;3;220,1;-41,7;76,104;-82,816;28,436;2,760;1,3;0,9;1,0;0
