timestamp;subjectId;designTrialIndex;representation;signalType;quadrant;targetAzDeg;targetElDeg;errorDeg;errorAzDeg;errorElDeg;responseTimeSec;maxHeadDeviationDeg;maxYawDeviationDeg;maxPitchDeviationDeg;headDeviationExceeded
2026-01-29 10:01:26;S10;1;HOA3rdOrder;Voice;4;346,8;21,3;46,619;-40,209;-24,694;3,989;0,7;0,3;0,6;0
2026-01-29 10:01:35;S10;2;HOA3rdOrder;Tone;3;214,9;-26,0;15,706;12,331;10,772;4,530;1,4;1,3;0,3;0
2026-01-29 10:01:50;S10;3;Binaural;Music;3;197,5;62,0;90,192;-72,874;-69,651;9,252;1,4;0,8;0,4;0
2026-01-29 10:02:07;S10;4;HOA3rdOrder;Music;3;223,1;13,1;35,517;-3,417;-35,360;4,007;1,9;0,8;1,7;0
2026-01-29 10:02:21;S10;5;HOA4thOrder;Voice;1;72,9;-15,4;43,983;-15,681;41,235;8,488;1,3;0,8;1,3;0
2026-01-29 10:02:33;S10;6;HOA4thOrder;Tone;3;234,1;-48,0;34,864;-14,445;32,762;5,155;14,8;13,5;6,2;1
2026-01-29 10:02:45;S10;7;HOA4thOrder;Music;1;48,1;-27,7;85,255;-99,162;5,692;3,803;3,3;1,1;3,3;0
2026-01-29 10:02:54;S10;8;HOA4thOrder;Tone;4;301,4;3,1;16,476;7,798;-14,549;2,945;1,4;0,3;1,4;0
2026-01-29 10:03:06;S10;9;Binaural;Voice;3;266,2;-8,5;163,214;-177,843;3,947;7,000;2,5;0,4;2,4;0
2026-01-29 10:03:19;S10;10;Binaural;Music;4;318,2;55,3;94,531;90,810;-59,255;5,089;3,5;1,4;3,4;0
2026-01-29 10:03:30;S10;11;HOA4thOrder;Voice;2;136,0;-2,9;71,874;72,481;-14,675;4,344;8,4;7,9;3,0;1
2026-01-29 10:03:44;S10;12;HOA3rdOrder;Music;4;298,2;48,0;45,937;-1,640;-45,915;8,464;1,5;0,6;1,3;0
2026-01-29 10:03:53;S10;13;HOA4thOrder;Tone;1;30,8;-33,7;59,466;-66,719;15,363;2,297;2,2;0,4;2,1;0
2026-01-29 10:04:02;S10;14;HOA3rdOrder;Tone;1;54,3;72,6;123,841;-139,501;-95,735;2,814;5,1;1,5;5,0;0
2026-01-29 10:04:09;S10;15;HOA3rdOrder;Tone;2;139,4;21,8;87,594;79,488;-40,324;2,706;1,0;0,5;0,7;0
2026-01-29 10:04:17;S10;16;HOA4thOrder;Music;4;321,8;-4,3;10,254;10,154;1,725;2,612;1,6;0,5;1,5;0
2026-01-29 10:04:29;S10;17;HOA4thOrder;Tone;2;137,7;44,5;69,510;54,420;-49,091;3,355;1,9;0,3;1,8;0
2026-01-29 10:04:41;S10;18;HOA4thOrder;Voice;4;341,2;-5,4;41,756;39,376;14,183;5,541;1,0;0,4;0,9;0
2026-01-29 10:05:16;S10;19;Binaural;Music;1;63,1;76,6;74,425;-156,379;-53,404;29,272;1,7;0,1;1,7;0
2026-01-29 10:05:25;S10;20;HOA3rdOrder;Voice;3;204,5;81,4;105,171;38,571;-103,023;2,927;1,7;0,4;1,7;0
2026-01-29 10:05:35;S10;21;Binaural;Voice;4;300,2;61,5;118,639;139,038;-67,193;4,483;0,6;0,2;0,5;0
2026-01-29 10:06:04;S10;22;HOA3rdOrder;Music;2;166,9;-21,0;40,239;39,608;13,361;2,956;0,8;0,5;0,4;0
2026-01-29 10:06:15;S10;23;Binaural;Tone;2;154,0;-33,2;42,496;-35,869;26,827;4,430;0,6;0,6;0,3;0
2026-01-29 10:06:26;S10;24;Binaural;Voice;1;36,5;54,9;63,730;22,980;-60,797;4,164;1,7;1,0;1,2;0
2026-01-29 10:06:42;S10;25;Binaural;Tone;3;263,2;11,8;155,183;-154,844;-18,822;8,419;2,4;0,6;2,3;0
2026-01-29 10:06:55;S10;26;HOA3rdOrder;Tone;4;330,1;38,9;62,045;-29,999;-55,254;2,097;1,4;0,9;1,0;0
2026-01-29 10:07:04;S10;27;HOA3rdOrder;Voice;1;11,2;-3,5;46,103;-46,105;3,248;2,884;0,6;0,2;0,4;0
2026-01-29 10:07:22;S10;28;Binaural;Tone;1;80,7;49,7;36,767;10,352;-35,757;12,039;1,8;0,4;1,7;0
2026-01-29 10:07:42;S10;29;HOA4thOrder;Music;3;258,2;-12,6;11,676;-7,315;9,183;10,012;1,5;0,2;1,5;0
2026-01-29 10:07:53;S10;30;Binaural;Music;2;130,5;-5,2;21,284;-21,448;-1,146;5,740;4,7;0,7;4,7;0
2026-01-29 10:08:04;S10;31;HOA3rdOrder;Music;1;82,5;-20,4;144,171;-159,368;16,267;2,541;0,9;0,3;0,8;0
2026-01-29 10:08:17;S10;32;HOA3rdOrder;Voice;2;122,9;-11,0;41,756;40,374;12,011;5,447;0,4;0,2;0,3;0
2026-01-29 10:08:33;S10;33;Binaural;Voice;2;118,1;16,8;26,588;16,811;-20,719;9,025;0,6;0,2;0,6;0
2026-01-29 10:08:44;S10;34;HOA4thOrder;Music;2;119,8;-27,3;93,008;103,753;12,003;3,310;2,1;0,7;2,0;0
2026-01-29 10:08:57;S10;35;Binaural;Tone;4;278,4;0,7;119,863;119,852;2,134;6,481;0,9;0,3;0,9;0
2026-01-29 10:09:05;S10;36;HOA4thOrder;Voice;3;196,9;87,8;91,470;46,645;-90,047;1,531;0,6;0,2;0,6;0
